"age","marital-status","relationship","race","sex","native-country"
27,"Never-married","Not-in-family","White","Male","United-States"
49,"Married-civ-spouse","Husband","White","Male","United-States"
51,"Divorced","Not-in-family","White","Male","United-States"
27,"Married-civ-spouse","Husband","White","Male","United-States"
36,"Married-civ-spouse","Husband","White","Male","United-States"
59,"Married-civ-spouse","Husband","White","Male","United-States"
24,"Never-married","Own-child","White","Female","United-States"
31,"Never-married","Own-child","White","Female","United-States"
35,"Never-married","Not-in-family","Amer-Indian-Eskimo","Female","United-States"
34,"Married-civ-spouse","Wife","Asian-Pac-Islander","Female","Philippines"
50,"Married-civ-spouse","Husband","Black","Male","United-States"
43,"Married-civ-spouse","Husband","White","Male","United-States"
21,"Never-married","Own-child","White","Male","El-Salvador"
33,"Never-married","Not-in-family","White","Male","El-Salvador"
48,"Divorced","Not-in-family","White","Female","United-States"
22,"Never-married","Own-child","White","Female","United-States"
29,"Married-civ-spouse","Husband","Asian-Pac-Islander","Male","Japan"
42,"Married-civ-spouse","Husband","White","Male","United-States"
28,"Married-civ-spouse","Husband","White","Male","Hungary"
36,"Never-married","Not-in-family","White","Female","United-States"
66,"Widowed","Not-in-family","White","Female","United-States"
44,"Married-civ-spouse","Wife","White","Female","United-States"
45,"Divorced","Unmarried","Black","Female","United-States"
49,"Divorced","Own-child","Black","Female","United-States"
36,"Divorced","Unmarried","White","Female","El-Salvador"
48,"Married-civ-spouse","Husband","White","Male","United-States"
19,"Never-married","Own-child","White","Male","United-States"
36,"Married-civ-spouse","Husband","White","Male","United-States"
41,"Married-civ-spouse","Husband","White","Male","United-States"
32,"Married-civ-spouse","Husband","White","Male","United-States"
49,"Married-civ-spouse","Husband","White","Male","United-States"
51,"Married-civ-spouse","Wife","White","Female","United-States"
20,"Divorced","Own-child","White","Female","United-States"
39,"Never-married","Own-child","White","Female","United-States"
38,"Married-civ-spouse","Husband","White","Male","United-States"
19,"Never-married","Own-child","White","Female","United-States"
29,"Never-married","Own-child","White","Male","United-States"
52,"Married-civ-spouse","Husband","Asian-Pac-Islander","Male","United-States"
22,"Never-married","Not-in-family","White","Male","United-States"
44,"Married-civ-spouse","Husband","White","Male","United-States"
43,"Divorced","Not-in-family","White","Male","United-States"
41,"Married-civ-spouse","Husband","White","Male","United-States"
40,"Separated","Not-in-family","Black","Male","United-States"
40,"Never-married","Not-in-family","White","Male","Canada"
18,"Never-married","Own-child","White","Female","United-States"
57,"Married-civ-spouse","Husband","Asian-Pac-Islander","Male","Taiwan"
54,"Married-civ-spouse","Husband","Asian-Pac-Islander","Male","Philippines"
44,"Divorced","Unmarried","White","Female","United-States"
20,"Never-married","Not-in-family","White","Male","United-States"
40,"Married-civ-spouse","Wife","White","Female","Scotland"
29,"Never-married","Unmarried","White","Male","United-States"
22,"Never-married","Not-in-family","White","Male","United-States"
44,"Married-civ-spouse","Husband","White","Male","United-States"
45,"Divorced","Own-child","White","Male","United-States"
52,"Married-civ-spouse","Husband","White","Male","United-States"
57,"Separated","Not-in-family","White","Male","Cuba"
51,"Divorced","Not-in-family","White","Male","United-States"
23,"Never-married","Own-child","Black","Male","United-States"
22,"Married-civ-spouse","Husband","White","Male","United-States"
37,"Divorced","Not-in-family","White","Female","United-States"
58,"Divorced","Unmarried","Black","Female","United-States"
61,"Widowed","Unmarried","White","Male","United-States"
30,"Never-married","Not-in-family","White","Female","United-States"
23,"Never-married","Own-child","White","Female","United-States"
30,"Divorced","Not-in-family","Amer-Indian-Eskimo","Male","United-States"
18,"Never-married","Own-child","White","Male","Canada"
23,"Never-married","Other-relative","Black","Male","United-States"
23,"Never-married","Own-child","White","Female","United-States"
57,"Married-civ-spouse","Husband","White","Male","United-States"
58,"Married-civ-spouse","Husband","White","Male","United-States"
59,"Married-civ-spouse","Husband","White","Male","United-States"
27,"Married-spouse-absent","Not-in-family","White","Male","United-States"
50,"Married-civ-spouse","Husband","White","Male","United-States"
25,"Never-married","Own-child","White","Female","United-States"
33,"Divorced","Unmarried","White","Female","United-States"
22,"Never-married","Own-child","White","Male","United-States"
21,"Never-married","Own-child","White","Male","United-States"
44,"Married-civ-spouse","Wife","White","Female","United-States"
50,"Married-civ-spouse","Husband","Asian-Pac-Islander","Male","United-States"
44,"Married-civ-spouse","Husband","White","Male","United-States"
41,"Married-civ-spouse","Husband","White","Male","United-States"
54,"Widowed","Unmarried","White","Female","Mexico"
60,"Married-civ-spouse","Husband","White","Male","United-States"
58,"Divorced","Not-in-family","White","Male","United-States"
27,"Married-civ-spouse","Husband","White","Male","United-States"
43,"Never-married","Unmarried","White","Female","United-States"
33,"Married-civ-spouse","Husband","White","Male","United-States"
24,"Married-civ-spouse","Husband","White","Male","United-States"
41,"Never-married","Not-in-family","White","Male","Poland"
21,"Never-married","Own-child","White","Male","United-States"
39,"Married-civ-spouse","Own-child","Asian-Pac-Islander","Male","United-States"
27,"Never-married","Own-child","White","Female","United-States"
50,"Married-civ-spouse","Husband","White","Male","United-States"
20,"Never-married","Own-child","White","Male","United-States"
46,"Married-civ-spouse","Husband","White","Male","United-States"
49,"Married-civ-spouse","Husband","White","Male","United-States"
35,"Married-civ-spouse","Wife","White","Female","United-States"
56,"Married-civ-spouse","Husband","White","Male","United-States"
41,"Divorced","Not-in-family","White","Male","United-States"
41,"Divorced","Not-in-family","White","Male","United-States"
42,"Married-civ-spouse","Husband","White","Male","United-States"
58,"Married-civ-spouse","Husband","White","Male","United-States"
43,"Married-civ-spouse","Husband","White","Male","United-States"
25,"Divorced","Not-in-family","White","Female","Mexico"
57,"Divorced","Unmarried","White","Female","United-States"
49,"Widowed","Not-in-family","White","Female","United-States"
23,"Married-civ-spouse","Husband","White","Male","United-States"
59,"Married-civ-spouse","Husband","White","Male","United-States"
50,"Married-civ-spouse","Husband","White","Male","United-States"
33,"Never-married","Not-in-family","White","Female","Mexico"
52,"Married-civ-spouse","Husband","White","Male","United-States"
37,"Married-civ-spouse","Husband","White","Male","United-States"
30,"Divorced","Unmarried","White","Female","United-States"
39,"Divorced","Unmarried","White","Male","United-States"
54,"Divorced","Unmarried","White","Male","United-States"
52,"Married-civ-spouse","Husband","White","Male","United-States"
22,"Never-married","Unmarried","White","Male","United-States"
65,"Married-civ-spouse","Husband","White","Male","United-States"
32,"Never-married","Not-in-family","White","Male","United-States"
25,"Never-married","Unmarried","White","Male","El-Salvador"
34,"Never-married","Not-in-family","White","Male","United-States"
47,"Never-married","Not-in-family","White","Female","United-States"
24,"Never-married","Own-child","White","Male","United-States"
63,"Divorced","Not-in-family","White","Female","United-States"
48,"Never-married","Unmarried","White","Female","Nicaragua"
26,"Never-married","Not-in-family","White","Female","United-States"
28,"Separated","Not-in-family","White","Male","United-States"
23,"Never-married","Own-child","Black","Male","United-States"
57,"Married-civ-spouse","Husband","Asian-Pac-Islander","Male","India"
64,"Divorced","Not-in-family","White","Male","United-States"
28,"Never-married","Own-child","White","Male","United-States"
28,"Married-civ-spouse","Other-relative","White","Male","United-States"
34,"Married-civ-spouse","Husband","White","Male","United-States"
38,"Married-civ-spouse","Husband","White","Male","United-States"
44,"Married-civ-spouse","Husband","White","Male","United-States"
34,"Never-married","Not-in-family","White","Female","United-States"
18,"Married-civ-spouse","Husband","White","Male","United-States"
36,"Married-civ-spouse","Husband","Other","Male","United-States"
73,"Married-civ-spouse","Husband","Asian-Pac-Islander","Male","Vietnam"
24,"Never-married","Own-child","White","Male","Mexico"
29,"Married-civ-spouse","Husband","Black","Male","United-States"
33,"Married-civ-spouse","Husband","White","Male","United-States"
57,"Separated","Other-relative","Black","Female","United-States"
55,"Widowed","Not-in-family","Black","Female","United-States"
21,"Married-civ-spouse","Husband","White","Male","United-States"
36,"Married-civ-spouse","Husband","White","Male","United-States"
26,"Never-married","Not-in-family","Other","Male","United-States"
40,"Divorced","Unmarried","White","Female","United-States"
32,"Married-civ-spouse","Husband","White","Male","United-States"
21,"Never-married","Own-child","White","Female","United-States"
59,"Married-civ-spouse","Husband","White","Male","United-States"
29,"Never-married","Unmarried","Black","Female","United-States"
29,"Divorced","Not-in-family","White","Male","United-States"
59,"Married-civ-spouse","Husband","White","Male","United-States"
58,"Married-civ-spouse","Husband","White","Male","United-States"
47,"Married-civ-spouse","Husband","White","Male","United-States"
44,"Divorced","Not-in-family","White","Female","United-States"
31,"Never-married","Own-child","White","Male","United-States"
42,"Married-civ-spouse","Husband","White","Male","United-States"
19,"Never-married","Own-child","White","Male","United-States"
66,"Married-civ-spouse","Husband","White","Male","United-States"
41,"Married-civ-spouse","Husband","White","Male","United-States"
22,"Never-married","Own-child","White","Female","United-States"
31,"Never-married","Own-child","White","Female","United-States"
30,"Never-married","Not-in-family","White","Male","United-States"
36,"Separated","Not-in-family","White","Female","United-States"
41,"Divorced","Unmarried","Asian-Pac-Islander","Female","United-States"
19,"Never-married","Own-child","White","Male","United-States"
60,"Married-civ-spouse","Husband","White","Male","United-States"
24,"Never-married","Own-child","White","Male","United-States"
25,"Married-civ-spouse","Husband","White","Male","United-States"
52,"Never-married","Not-in-family","White","Female","United-States"
30,"Never-married","Not-in-family","White","Female","Germany"
37,"Married-civ-spouse","Husband","White","Male","United-States"
55,"Divorced","Not-in-family","White","Female","United-States"
20,"Never-married","Other-relative","Black","Female","United-States"
32,"Never-married","Not-in-family","White","Female","Mexico"
18,"Never-married","Own-child","White","Male","United-States"
24,"Never-married","Own-child","White","Male","United-States"
33,"Married-civ-spouse","Husband","White","Male","United-States"
57,"Married-civ-spouse","Husband","White","Male","United-States"
53,"Divorced","Unmarried","White","Female","United-States"
19,"Never-married","Not-in-family","White","Female","United-States"
50,"Married-civ-spouse","Husband","White","Male","United-States"
27,"Never-married","Not-in-family","White","Male","United-States"
40,"Separated","Not-in-family","White","Female","United-States"
47,"Married-civ-spouse","Husband","White","Male","United-States"
39,"Married-civ-spouse","Husband","White","Male","United-States"
49,"Divorced","Own-child","White","Male","United-States"
28,"Married-civ-spouse","Husband","White","Male","United-States"
50,"Married-civ-spouse","Husband","White","Male","United-States"
28,"Never-married","Own-child","White","Male","United-States"
30,"Married-civ-spouse","Husband","White","Male","United-States"
47,"Married-civ-spouse","Husband","White","Male","United-States"
39,"Married-civ-spouse","Husband","White","Male","United-States"
37,"Married-civ-spouse","Husband","White","Male","United-States"
50,"Married-civ-spouse","Husband","White","Male","United-States"
37,"Married-civ-spouse","Husband","White","Male","Mexico"
26,"Married-civ-spouse","Husband","White","Male","United-States"
55,"Married-civ-spouse","Husband","White","Male","United-States"
46,"Married-civ-spouse","Husband","White","Male","United-States"
32,"Married-civ-spouse","Husband","White","Male","United-States"
26,"Never-married","Not-in-family","White","Male","United-States"
32,"Married-civ-spouse","Husband","White","Male","United-States"
43,"Never-married","Own-child","Asian-Pac-Islander","Female","United-States"
19,"Divorced","Not-in-family","White","Female","El-Salvador"
38,"Divorced","Not-in-family","White","Female","United-States"
38,"Married-civ-spouse","Husband","White","Male","Mexico"
65,"Married-civ-spouse","Wife","White","Female","United-States"
70,"Married-civ-spouse","Husband","White","Male","United-States"
44,"Separated","Unmarried","Black","Female","United-States"
32,"Never-married","Not-in-family","White","Male","United-States"
30,"Never-married","Own-child","Black","Female","United-States"
49,"Married-civ-spouse","Husband","White","Male","United-States"
23,"Never-married","Own-child","Black","Female","United-States"
25,"Married-civ-spouse","Husband","White","Male","United-States"
19,"Never-married","Own-child","White","Female","United-States"
27,"Never-married","Not-in-family","White","Male","United-States"
43,"Never-married","Not-in-family","White","Male","United-States"
38,"Married-civ-spouse","Husband","White","Male","United-States"
42,"Married-civ-spouse","Husband","White","Male","United-States"
33,"Never-married","Own-child","White","Male","United-States"
30,"Married-civ-spouse","Husband","White","Male","United-States"
29,"Never-married","Not-in-family","White","Male","United-States"
30,"Married-civ-spouse","Husband","White","Male","United-States"
26,"Married-civ-spouse","Husband","White","Male","United-States"
43,"Married-civ-spouse","Husband","White","Male","United-States"
30,"Married-civ-spouse","Wife","White","Female","United-States"
38,"Married-civ-spouse","Husband","White","Male","United-States"
48,"Married-civ-spouse","Husband","White","Male","United-States"
57,"Married-civ-spouse","Husband","White","Male","United-States"
30,"Married-civ-spouse","Wife","White","Female","United-States"
42,"Separated","Unmarried","Black","Male","United-States"
31,"Married-civ-spouse","Husband","White","Male","United-States"
32,"Never-married","Not-in-family","White","Male","United-States"
28,"Married-civ-spouse","Husband","White","Male","United-States"
63,"Married-civ-spouse","Husband","White","Male","United-States"
32,"Married-civ-spouse","Husband","White","Male","United-States"
20,"Never-married","Own-child","White","Male","United-States"
51,"Married-civ-spouse","Wife","White","Female","United-States"
24,"Married-civ-spouse","Husband","Amer-Indian-Eskimo","Male","United-States"
41,"Divorced","Unmarried","White","Female","United-States"
21,"Never-married","Own-child","White","Male","United-States"
27,"Never-married","Not-in-family","Asian-Pac-Islander","Male","Cambodia"
17,"Never-married","Own-child","Black","Male","United-States"
45,"Married-civ-spouse","Wife","White","Female","United-States"
39,"Separated","Unmarried","White","Female","United-States"
21,"Never-married","Own-child","Amer-Indian-Eskimo","Female","United-States"
29,"Never-married","Not-in-family","White","Male","United-States"
39,"Never-married","Not-in-family","White","Male","United-States"
42,"Separated","Other-relative","Black","Male","United-States"
22,"Married-civ-spouse","Other-relative","White","Male","Mexico"
59,"Widowed","Not-in-family","White","Female","United-States"
40,"Married-civ-spouse","Husband","White","Male","United-States"
45,"Divorced","Not-in-family","White","Female","United-States"
35,"Divorced","Not-in-family","White","Male","United-States"
58,"Married-civ-spouse","Husband","White","Male","United-States"
45,"Married-civ-spouse","Husband","White","Male","United-States"
29,"Married-civ-spouse","Husband","Amer-Indian-Eskimo","Male","United-States"
21,"Never-married","Own-child","White","Male","United-States"
51,"Married-civ-spouse","Husband","White","Male","United-States"
34,"Married-civ-spouse","Wife","White","Female","United-States"
40,"Divorced","Not-in-family","White","Female","United-States"
45,"Divorced","Unmarried","White","Female","United-States"
38,"Married-civ-spouse","Husband","White","Male","United-States"
22,"Never-married","Own-child","White","Female","United-States"
37,"Married-civ-spouse","Husband","White","Male","United-States"
62,"Divorced","Unmarried","White","Female","United-States"
32,"Never-married","Not-in-family","White","Female","United-States"
36,"Married-civ-spouse","Wife","White","Female","United-States"
43,"Never-married","Not-in-family","White","Male","United-States"
37,"Married-civ-spouse","Husband","White","Male","United-States"
28,"Never-married","Unmarried","White","Male","United-States"
47,"Married-civ-spouse","Wife","White","Female","United-States"
59,"Divorced","Not-in-family","White","Female","United-States"
35,"Married-civ-spouse","Husband","White","Male","United-States"
35,"Married-civ-spouse","Husband","White","Male","United-States"
29,"Never-married","Other-relative","White","Male","United-States"
57,"Divorced","Not-in-family","Black","Female","United-States"
41,"Married-civ-spouse","Husband","White","Male","United-States"
37,"Married-civ-spouse","Husband","White","Male","United-States"
20,"Never-married","Own-child","White","Male","United-States"
44,"Married-civ-spouse","Husband","White","Male","United-States"
20,"Never-married","Not-in-family","White","Female","United-States"
38,"Married-civ-spouse","Wife","White","Female","United-States"
23,"Married-civ-spouse","Other-relative","White","Male","United-States"
24,"Married-spouse-absent","Own-child","White","Female","United-States"
46,"Married-civ-spouse","Husband","White","Male","United-States"
32,"Married-civ-spouse","Husband","White","Male","United-States"
21,"Married-civ-spouse","Husband","White","Male","United-States"
32,"Married-civ-spouse","Husband","White","Male","United-States"
41,"Divorced","Own-child","White","Male","United-States"
51,"Married-civ-spouse","Husband","White","Male","United-States"
69,"Never-married","Other-relative","White","Male","United-States"
39,"Married-civ-spouse","Husband","White","Male","United-States"
43,"Divorced","Not-in-family","White","Male","United-States"
51,"Married-civ-spouse","Husband","White","Male","United-States"
43,"Divorced","Not-in-family","White","Male","United-States"
35,"Divorced","Unmarried","White","Female","United-States"
32,"Divorced","Own-child","White","Male","United-States"
25,"Never-married","Own-child","White","Female","United-States"
64,"Widowed","Not-in-family","White","Female","United-States"
28,"Married-civ-spouse","Wife","White","Female","United-States"
44,"Married-civ-spouse","Other-relative","White","Male","Mexico"
40,"Married-civ-spouse","Husband","White","Male","United-States"
21,"Never-married","Own-child","Asian-Pac-Islander","Male","Philippines"
23,"Never-married","Not-in-family","White","Male","United-States"
23,"Never-married","Unmarried","White","Female","United-States"
19,"Never-married","Own-child","Black","Male","United-States"
61,"Married-civ-spouse","Husband","White","Male","United-States"
39,"Married-civ-spouse","Husband","White","Male","United-States"
51,"Married-civ-spouse","Wife","White","Female","United-States"
25,"Married-civ-spouse","Husband","White","Male","United-States"
33,"Married-civ-spouse","Husband","White","Male","United-States"
34,"Divorced","Not-in-family","White","Female","United-States"
54,"Married-civ-spouse","Husband","White","Male","United-States"
24,"Never-married","Own-child","White","Female","United-States"
28,"Never-married","Own-child","Other","Male","Puerto-Rico"
33,"Married-civ-spouse","Husband","White","Male","United-States"
31,"Married-civ-spouse","Husband","White","Male","United-States"
70,"Married-civ-spouse","Husband","White","Male","United-States"
43,"Married-civ-spouse","Wife","White","Female","Nicaragua"
36,"Married-civ-spouse","Wife","White","Female","United-States"
50,"Never-married","Unmarried","White","Male","United-States"
21,"Never-married","Not-in-family","Black","Female","United-States"
31,"Separated","Unmarried","Black","Female","United-States"
39,"Divorced","Unmarried","White","Female","United-States"
29,"Married-civ-spouse","Wife","White","Female","United-States"
39,"Divorced","Not-in-family","White","Male","United-States"
17,"Never-married","Other-relative","Other","Male","Mexico"
46,"Divorced","Unmarried","White","Female","United-States"
62,"Married-civ-spouse","Husband","White","Male","United-States"
32,"Divorced","Unmarried","Black","Female","United-States"
28,"Never-married","Own-child","Black","Female","United-States"
19,"Never-married","Other-relative","Black","Female","United-States"
61,"Married-civ-spouse","Husband","White","Male","United-States"
24,"Married-civ-spouse","Husband","White","Male","United-States"
38,"Married-civ-spouse","Husband","White","Male","United-States"
38,"Married-civ-spouse","Husband","Black","Male","United-States"
17,"Never-married","Own-child","White","Male","United-States"
28,"Married-civ-spouse","Husband","White","Male","United-States"
52,"Married-civ-spouse","Husband","White","Male","United-States"
61,"Married-civ-spouse","Husband","White","Male","United-States"
69,"Married-civ-spouse","Husband","White","Male","United-States"
19,"Never-married","Own-child","White","Female","United-States"
26,"Married-civ-spouse","Husband","White","Male","United-States"
34,"Married-civ-spouse","Husband","White","Male","United-States"
70,"Married-civ-spouse","Wife","White","Female","United-States"
21,"Never-married","Not-in-family","White","Female","United-States"
43,"Married-civ-spouse","Husband","White","Male","United-States"
52,"Married-civ-spouse","Husband","White","Male","United-States"
59,"Married-civ-spouse","Husband","White","Male","United-States"
21,"Never-married","Own-child","White","Female","United-States"
53,"Married-civ-spouse","Husband","White","Male","United-States"
55,"Married-civ-spouse","Husband","White","Male","United-States"
46,"Divorced","Not-in-family","White","Male","United-States"
36,"Separated","Unmarried","White","Female","United-States"
39,"Never-married","Own-child","White","Male","United-States"
30,"Never-married","Own-child","White","Female","United-States"
22,"Never-married","Own-child","White","Female","United-States"
43,"Married-civ-spouse","Husband","White","Male","United-States"
36,"Divorced","Not-in-family","White","Male","United-States"
36,"Married-civ-spouse","Own-child","White","Male","United-States"
50,"Divorced","Unmarried","White","Female","United-States"
27,"Never-married","Not-in-family","White","Female","United-States"
46,"Married-civ-spouse","Husband","White","Male","United-States"
24,"Never-married","Own-child","White","Male","United-States"
41,"Divorced","Not-in-family","White","Male","United-States"
68,"Married-civ-spouse","Husband","White","Male","United-States"
38,"Married-civ-spouse","Husband","White","Male","United-States"
47,"Married-civ-spouse","Husband","White","Male","United-States"
41,"Never-married","Not-in-family","Black","Male","United-States"
31,"Never-married","Own-child","White","Female","United-States"
29,"Married-civ-spouse","Husband","White","Male","United-States"
26,"Never-married","Own-child","White","Female","United-States"
51,"Widowed","Unmarried","White","Female","United-States"
26,"Never-married","Not-in-family","Other","Male","United-States"
27,"Never-married","Not-in-family","White","Female","United-States"
36,"Married-civ-spouse","Husband","White","Male","United-States"
28,"Never-married","Not-in-family","White","Female","United-States"
53,"Divorced","Not-in-family","White","Female","United-States"
40,"Divorced","Not-in-family","White","Male","United-States"
38,"Divorced","Not-in-family","White","Female","United-States"
53,"Married-civ-spouse","Husband","White","Male","United-States"
34,"Married-civ-spouse","Husband","White","Male","United-States"
43,"Divorced","Not-in-family","White","Male","United-States"
64,"Married-civ-spouse","Husband","White","Male","United-States"
21,"Never-married","Own-child","White","Female","United-States"
38,"Never-married","Not-in-family","Asian-Pac-Islander","Female","Canada"
47,"Divorced","Not-in-family","Black","Male","United-States"
48,"Married-civ-spouse","Husband","Asian-Pac-Islander","Male","China"
57,"Married-civ-spouse","Husband","White","Male","United-States"
37,"Never-married","Not-in-family","White","Female","United-States"
37,"Divorced","Not-in-family","White","Male","United-States"
51,"Married-civ-spouse","Husband","White","Male","United-States"
32,"Never-married","Not-in-family","White","Female","United-States"
49,"Married-civ-spouse","Husband","White","Male","United-States"
52,"Married-civ-spouse","Husband","White","Male","United-States"
64,"Married-civ-spouse","Husband","White","Male","United-States"
46,"Divorced","Unmarried","White","Female","United-States"
24,"Married-civ-spouse","Husband","White","Male","United-States"
39,"Married-civ-spouse","Husband","White","Male","United-States"
23,"Married-civ-spouse","Wife","White","Female","United-States"
30,"Never-married","Not-in-family","White","Male","United-States"
34,"Divorced","Own-child","White","Female","United-States"
30,"Married-civ-spouse","Husband","White","Male","United-States"
25,"Never-married","Not-in-family","Black","Female","United-States"
58,"Married-civ-spouse","Husband","Black","Male","United-States"
32,"Married-civ-spouse","Husband","White","Male","United-States"
37,"Separated","Unmarried","Black","Female","United-States"
35,"Separated","Not-in-family","Black","Female","United-States"
18,"Never-married","Other-relative","White","Male","Honduras"
46,"Divorced","Unmarried","White","Female","United-States"
71,"Never-married","Not-in-family","White","Male","United-States"
44,"Divorced","Unmarried","White","Female","United-States"
45,"Divorced","Not-in-family","White","Female","United-States"
40,"Married-civ-spouse","Husband","White","Male","Cuba"
38,"Married-civ-spouse","Husband","White","Male","United-States"
52,"Married-civ-spouse","Wife","Asian-Pac-Islander","Female","China"
47,"Married-civ-spouse","Husband","White","Male","United-States"
49,"Divorced","Unmarried","White","Female","United-States"
59,"Married-civ-spouse","Husband","White","Male","United-States"
22,"Never-married","Own-child","White","Female","United-States"
44,"Married-civ-spouse","Husband","White","Male","United-States"
76,"Widowed","Not-in-family","White","Female","United-States"
50,"Never-married","Not-in-family","White","Male","United-States"
33,"Married-civ-spouse","Husband","White","Male","United-States"
43,"Married-civ-spouse","Husband","White","Male","United-States"
27,"Married-civ-spouse","Wife","White","Female","United-States"
37,"Married-civ-spouse","Husband","White","Male","United-States"
40,"Married-civ-spouse","Husband","White","Male","United-States"
49,"Divorced","Not-in-family","Amer-Indian-Eskimo","Female","United-States"
48,"Never-married","Not-in-family","White","Male","United-States"
49,"Separated","Unmarried","White","Female","Puerto-Rico"
22,"Married-civ-spouse","Husband","White","Male","United-States"
42,"Divorced","Not-in-family","White","Female","England"
36,"Divorced","Not-in-family","White","Female","United-States"
30,"Never-married","Not-in-family","Black","Female","United-States"
40,"Never-married","Other-relative","Amer-Indian-Eskimo","Male","United-States"
42,"Married-civ-spouse","Husband","White","Male","United-States"
56,"Married-civ-spouse","Husband","White","Male","Italy"
55,"Divorced","Not-in-family","White","Female","United-States"
25,"Married-civ-spouse","Husband","White","Male","Mexico"
33,"Never-married","Unmarried","Asian-Pac-Islander","Female","United-States"
55,"Married-civ-spouse","Husband","White","Male","United-States"
47,"Married-civ-spouse","Husband","White","Male","United-States"
23,"Never-married","Own-child","White","Female","United-States"
55,"Divorced","Not-in-family","White","Female","Germany"
43,"Never-married","Not-in-family","White","Female","United-States"
31,"Married-civ-spouse","Husband","White","Male","United-States"
62,"Widowed","Not-in-family","White","Female","United-States"
42,"Married-civ-spouse","Husband","White","Male","United-States"
38,"Married-civ-spouse","Husband","White","Male","United-States"
29,"Never-married","Not-in-family","White","Male","United-States"
26,"Never-married","Not-in-family","White","Male","United-States"
26,"Married-civ-spouse","Wife","White","Female","United-States"
37,"Married-civ-spouse","Husband","White","Male","United-States"
79,"Widowed","Not-in-family","White","Male","United-States"
61,"Never-married","Not-in-family","White","Male","United-States"
28,"Never-married","Other-relative","White","Female","Mexico"
60,"Married-civ-spouse","Husband","White","Male","United-States"
51,"Divorced","Not-in-family","White","Male","United-States"
34,"Married-civ-spouse","Husband","White","Male","United-States"
35,"Divorced","Own-child","White","Male","United-States"
27,"Married-civ-spouse","Husband","White","Male","United-States"
44,"Divorced","Unmarried","White","Female","United-States"
25,"Separated","Unmarried","White","Female","United-States"
32,"Divorced","Unmarried","White","Female","United-States"
36,"Married-civ-spouse","Husband","White","Male","United-States"
27,"Never-married","Unmarried","White","Male","United-States"
40,"Married-civ-spouse","Husband","White","Male","United-States"
25,"Never-married","Not-in-family","White","Male","United-States"
41,"Married-civ-spouse","Husband","White","Male","United-States"
30,"Married-civ-spouse","Husband","White","Male","United-States"
26,"Never-married","Not-in-family","White","Male","United-States"
52,"Married-civ-spouse","Husband","Other","Male","Dominican-Republic"
32,"Never-married","Not-in-family","White","Female","United-States"
33,"Married-civ-spouse","Husband","White","Male","United-States"
35,"Married-civ-spouse","Husband","White","Male","United-States"
48,"Widowed","Not-in-family","White","Female","United-States"
62,"Married-civ-spouse","Husband","White","Male","United-States"
40,"Never-married","Own-child","Black","Female","United-States"
28,"Never-married","Not-in-family","White","Female","Mexico"
23,"Never-married","Not-in-family","White","Female","United-States"
50,"Married-civ-spouse","Husband","White","Male","United-States"
51,"Divorced","Unmarried","White","Female","United-States"
63,"Married-civ-spouse","Husband","White","Male","United-States"
63,"Widowed","Not-in-family","White","Female","United-States"
40,"Divorced","Not-in-family","White","Male","United-States"
40,"Never-married","Not-in-family","White","Male","United-States"
41,"Married-civ-spouse","Wife","White","Female","Cuba"
20,"Never-married","Own-child","White","Female","United-States"
28,"Married-civ-spouse","Husband","White","Male","United-States"
35,"Married-civ-spouse","Husband","White","Male","United-States"
31,"Married-civ-spouse","Husband","White","Male","United-States"
34,"Married-civ-spouse","Husband","White","Male","United-States"
57,"Married-civ-spouse","Husband","White","Male","United-States"
28,"Never-married","Not-in-family","White","Female","United-States"
38,"Married-civ-spouse","Husband","White","Male","United-States"
37,"Never-married","Not-in-family","White","Male","United-States"
43,"Divorced","Not-in-family","Black","Female","United-States"
26,"Married-civ-spouse","Husband","White","Male","United-States"
26,"Married-civ-spouse","Husband","Black","Male","United-States"
27,"Married-civ-spouse","Husband","White","Male","United-States"
33,"Married-civ-spouse","Husband","White","Male","United-States"
45,"Never-married","Not-in-family","White","Female","Germany"
65,"Married-civ-spouse","Husband","White","Male","United-States"
57,"Married-civ-spouse","Husband","White","Male","United-States"
59,"Divorced","Not-in-family","White","Female","United-States"
18,"Never-married","Own-child","White","Male","United-States"
44,"Married-civ-spouse","Husband","White","Male","United-States"
37,"Never-married","Not-in-family","White","Male","United-States"
27,"Married-civ-spouse","Husband","White","Male","United-States"
43,"Married-civ-spouse","Wife","White","Female","United-States"
59,"Married-civ-spouse","Husband","White","Male","United-States"
19,"Never-married","Not-in-family","White","Male","United-States"
36,"Never-married","Unmarried","Black","Male","United-States"
68,"Married-civ-spouse","Husband","White","Male","United-States"
63,"Widowed","Not-in-family","White","Female","United-States"
37,"Married-civ-spouse","Husband","White","Male","United-States"
46,"Divorced","Not-in-family","White","Female","United-States"
31,"Divorced","Unmarried","White","Female","Poland"
23,"Never-married","Own-child","White","Male","United-States"
22,"Never-married","Not-in-family","White","Male","United-States"
49,"Married-civ-spouse","Husband","White","Male","United-States"
36,"Divorced","Unmarried","Black","Female","United-States"
38,"Divorced","Not-in-family","White","Male","United-States"
46,"Married-civ-spouse","Husband","White","Male","United-States"
24,"Never-married","Own-child","White","Female","United-States"
26,"Never-married","Own-child","Black","Female","United-States"
47,"Married-civ-spouse","Wife","Other","Female","Puerto-Rico"
40,"Married-civ-spouse","Husband","White","Male","United-States"
