"income","workclass","occupation","capital-gain","capital-loss","hours-per-week"
"<=50K","Local-gov","Protective-serv",0,0,25
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Craft-repair",1506,0,50
"<=50K","Self-emp-not-inc","Prof-specialty",0,0,35
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
">50K","Private","Prof-specialty",15024,0,50
">50K","Self-emp-not-inc","Exec-managerial",7298,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Craft-repair",0,0,30
"<=50K","Private","Adm-clerical",0,0,40
">50K","State-gov","Exec-managerial",5178,0,40
"<=50K","Private","Sales",0,0,25
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Craft-repair",0,0,4
"<=50K","Private","Exec-managerial",0,0,40
">50K","Federal-gov","Tech-support",0,0,40
"<=50K","Federal-gov","Armed-Forces",0,0,40
"<=50K","Private","Handlers-cleaners",0,0,25
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Local-gov","Craft-repair",0,0,40
">50K","Private","Adm-clerical",0,0,50
"<=50K","Local-gov","Prof-specialty",0,0,40
"<=50K","Local-gov","Adm-clerical",0,0,32
">50K","Private","Adm-clerical",0,0,35
"<=50K","Private","Handlers-cleaners",0,0,15
">50K","Private","Sales",0,0,43
">50K","Private","Prof-specialty",99999,0,55
"<=50K","Private","Adm-clerical",0,0,40
">50K","Private","Other-service",0,0,84
"<=50K","Private","Craft-repair",0,2001,50
"<=50K","Federal-gov","Prof-specialty",0,0,40
">50K","Private","Adm-clerical",5178,0,44
"<=50K","Self-emp-not-inc","Farming-fishing",0,0,40
">50K","Local-gov","Craft-repair",0,0,40
"<=50K","Private","Adm-clerical",0,0,39
"<=50K","Private","Machine-op-inspct",4650,0,40
">50K","Private","Tech-support",3103,0,42
"<=50K","Federal-gov","Machine-op-inspct",0,0,40
"<=50K","Private","Farming-fishing",0,0,60
"<=50K","Private","Adm-clerical",0,0,35
">50K","Local-gov","Prof-specialty",7688,0,50
"<=50K","Local-gov","Machine-op-inspct",0,0,64
"<=50K","Private","Craft-repair",0,0,60
">50K","Private","Prof-specialty",0,0,40
"<=50K","Local-gov","Prof-specialty",0,0,40
">50K","Self-emp-not-inc","Adm-clerical",0,0,20
"<=50K","Private","Machine-op-inspct",0,0,42
">50K","Self-emp-not-inc","Exec-managerial",0,2246,8
"<=50K","Private","Transport-moving",0,0,40
">50K","Private","Sales",0,0,40
">50K","Private","Exec-managerial",15024,0,50
"<=50K","Self-emp-not-inc","Transport-moving",0,0,60
"<=50K","Private","Machine-op-inspct",0,0,25
">50K","Self-emp-inc","Exec-managerial",15024,0,60
"<=50K","Self-emp-not-inc","Farming-fishing",0,0,45
"<=50K","Private","Exec-managerial",2885,0,65
"<=50K","Private","Exec-managerial",0,0,60
"<=50K","Local-gov","Prof-specialty",0,0,6
"<=50K","Local-gov","Prof-specialty",0,0,40
"<=50K","Private","Sales",0,0,50
"<=50K","Local-gov","Transport-moving",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,45
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Other-service",0,0,20
">50K","Private","Sales",7688,0,40
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Farming-fishing",0,0,40
"<=50K","Private","Tech-support",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,30
"<=50K","Local-gov","Prof-specialty",0,0,15
">50K","Private","Prof-specialty",0,1977,40
"<=50K","Federal-gov","Tech-support",3273,0,40
"<=50K","Private","Prof-specialty",0,0,55
"<=50K","Self-emp-not-inc","Farming-fishing",0,0,84
"<=50K","Self-emp-not-inc","Sales",0,0,40
">50K","Federal-gov","Tech-support",0,1848,40
"<=50K","Local-gov","Adm-clerical",0,0,40
">50K","Self-emp-not-inc","Farming-fishing",0,0,60
"<=50K","Private","Other-service",0,0,50
"<=50K","Local-gov","Farming-fishing",0,0,40
"<=50K","Private","Exec-managerial",0,1590,50
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Sales",0,0,50
">50K","Private","Exec-managerial",0,0,50
"<=50K","Local-gov","Other-service",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,40
">50K","Private","Tech-support",0,0,55
"<=50K","Local-gov","Adm-clerical",0,0,40
"<=50K","Private","Priv-house-serv",0,0,30
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Prof-specialty",0,0,45
"<=50K","Local-gov","Other-service",6767,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Tech-support",0,0,50
"<=50K","Local-gov","Prof-specialty",0,0,50
">50K","Private","Exec-managerial",0,1977,40
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Local-gov","Prof-specialty",0,0,60
">50K","Local-gov","Craft-repair",0,0,40
"<=50K","Private","Sales",0,0,48
"<=50K","Local-gov","Exec-managerial",0,0,35
"<=50K","Self-emp-not-inc","Exec-managerial",0,0,40
"<=50K","Private","Adm-clerical",0,0,20
"<=50K","Self-emp-not-inc","Farming-fishing",0,0,35
">50K","Federal-gov","Protective-serv",0,0,60
"<=50K","Self-emp-inc","Farming-fishing",0,0,60
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Other-service",0,0,40
"<=50K","Federal-gov","Adm-clerical",0,0,40
"<=50K","Private","Machine-op-inspct",0,625,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Self-emp-inc","Sales",0,0,15
"<=50K","Private","Sales",0,0,40
"<=50K","Private","Prof-specialty",0,0,35
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Tech-support",0,0,40
"<=50K","Private","Craft-repair",0,0,35
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Sales",0,0,16
"<=50K","Private","Priv-house-serv",0,0,35
"<=50K","Self-emp-not-inc","Craft-repair",0,0,50
"<=50K","Local-gov","Other-service",0,0,40
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Craft-repair",0,0,50
"<=50K","Private","Prof-specialty",0,0,40
">50K","Federal-gov","Prof-specialty",0,0,40
"<=50K","Self-emp-inc","Exec-managerial",0,0,50
"<=50K","Federal-gov","Handlers-cleaners",0,0,43
"<=50K","Private","Craft-repair",0,0,25
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Local-gov","Protective-serv",0,0,40
"<=50K","Federal-gov","Armed-Forces",0,0,48
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Self-emp-not-inc","Sales",3674,0,45
">50K","State-gov","Exec-managerial",0,1977,60
"<=50K","State-gov","Adm-clerical",0,0,40
"<=50K","Private","Other-service",0,0,35
"<=50K","Private","Sales",0,1408,46
">50K","Private","Craft-repair",0,0,50
">50K","Private","Craft-repair",0,0,40
">50K","Private","Exec-managerial",0,0,50
"<=50K","Private","Prof-specialty",0,0,35
"<=50K","Local-gov","Prof-specialty",0,0,35
"<=50K","Private","Other-service",0,0,37
"<=50K","Self-emp-not-inc","Sales",0,0,60
"<=50K","Private","Other-service",0,0,35
"<=50K","Private","Sales",0,0,45
"<=50K","Private","Priv-house-serv",0,0,40
"<=50K","Private","Craft-repair",0,0,45
"<=50K","Self-emp-not-inc","Transport-moving",0,0,50
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Handlers-cleaners",0,0,30
"<=50K","Local-gov","Exec-managerial",0,0,40
"<=50K","Private","Prof-specialty",0,0,50
"<=50K","Self-emp-not-inc","Craft-repair",0,0,40
"<=50K","Private","Craft-repair",0,0,36
"<=50K","Private","Adm-clerical",3818,0,40
">50K","Private","Prof-specialty",0,2824,40
"<=50K","Private","Other-service",0,0,37
"<=50K","Private","Sales",0,0,20
"<=50K","Private","Sales",0,0,30
"<=50K","Local-gov","Other-service",0,0,40
"<=50K","Private","Adm-clerical",0,0,15
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Transport-moving",0,0,45
"<=50K","Self-emp-not-inc","Sales",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Adm-clerical",0,1590,40
">50K","Self-emp-inc","Exec-managerial",7688,0,40
"<=50K","Private","Handlers-cleaners",0,0,30
"<=50K","Private","Other-service",0,0,40
">50K","Self-emp-inc","Exec-managerial",0,0,55
"<=50K","State-gov","Adm-clerical",0,0,40
">50K","Self-emp-not-inc","Prof-specialty",0,0,60
"<=50K","Private","Sales",0,0,45
"<=50K","Self-emp-not-inc","Sales",0,0,50
">50K","Self-emp-inc","Exec-managerial",7688,0,30
"<=50K","Private","Tech-support",0,1594,25
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Craft-repair",0,0,42
"<=50K","Private","Handlers-cleaners",0,0,40
"<=50K","Private","Adm-clerical",0,0,50
"<=50K","Private","Handlers-cleaners",2176,0,35
"<=50K","Private","Prof-specialty",0,0,40
">50K","Private","Machine-op-inspct",0,0,84
">50K","Local-gov","Protective-serv",0,0,52
">50K","Private","Sales",5178,0,50
">50K","Private","Adm-clerical",0,0,55
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Craft-repair",0,0,50
"<=50K","Private","Transport-moving",0,0,40
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Other-service",0,0,40
"<=50K","State-gov","Prof-specialty",0,0,45
">50K","Private","Exec-managerial",0,0,60
"<=50K","Private","Other-service",0,0,4
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Self-emp-not-inc","Craft-repair",2290,0,30
"<=50K","Private","Tech-support",0,0,45
"<=50K","Private","Handlers-cleaners",0,0,40
"<=50K","Self-emp-not-inc","Craft-repair",0,0,40
"<=50K","State-gov","Exec-managerial",0,0,40
"<=50K","Local-gov","Prof-specialty",0,0,40
"<=50K","Private","Transport-moving",0,0,40
">50K","Private","Prof-specialty",25124,0,60
"<=50K","Local-gov","Exec-managerial",0,2377,40
"<=50K","Private","Handlers-cleaners",0,0,40
"<=50K","Self-emp-not-inc","Other-service",0,0,50
"<=50K","Private","Adm-clerical",0,0,50
">50K","Private","Handlers-cleaners",0,1564,51
">50K","Private","Sales",0,0,35
"<=50K","Private","Other-service",0,0,20
"<=50K","Local-gov","Tech-support",0,0,40
"<=50K","Private","Transport-moving",0,0,65
"<=50K","Local-gov","Tech-support",0,0,40
"<=50K","Private","Exec-managerial",0,1740,40
"<=50K","Local-gov","Prof-specialty",0,0,40
">50K","Private","Tech-support",4787,0,45
"<=50K","Local-gov","Other-service",0,0,40
"<=50K","Self-emp-not-inc","Craft-repair",0,0,45
"<=50K","State-gov","Craft-repair",0,0,40
"<=50K","Private","Handlers-cleaners",0,0,55
"<=50K","Private","Other-service",0,0,32
"<=50K","Private","Farming-fishing",0,0,50
"<=50K","Local-gov","Other-service",0,0,40
">50K","Private","Transport-moving",0,0,20
"<=50K","Private","Adm-clerical",0,0,50
"<=50K","Private","Sales",0,0,32
">50K","Private","Craft-repair",0,1902,40
"<=50K","Private","Adm-clerical",0,0,55
">50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Handlers-cleaners",3137,0,30
"<=50K","Self-emp-not-inc","Prof-specialty",0,0,40
"<=50K","Private","Craft-repair",0,0,60
"<=50K","Private","Sales",0,0,20
">50K","Private","Handlers-cleaners",0,0,40
">50K","Private","Craft-repair",0,0,40
"<=50K","Private","Handlers-cleaners",0,0,36
"<=50K","Private","Transport-moving",0,0,99
">50K","Private","Prof-specialty",99999,0,60
">50K","Private","Craft-repair",0,0,40
"<=50K","Private","Other-service",0,0,40
"<=50K","Federal-gov","Adm-clerical",0,0,40
"<=50K","Private","Sales",0,0,44
">50K","Private","Adm-clerical",0,0,40
">50K","Local-gov","Protective-serv",4386,0,40
"<=50K","Private","Adm-clerical",0,0,20
">50K","Self-emp-inc","Prof-specialty",0,0,55
"<=50K","Federal-gov","Adm-clerical",0,0,40
">50K","Private","Machine-op-inspct",0,0,40
">50K","Local-gov","Prof-specialty",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
">50K","Private","Other-service",0,0,40
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Local-gov","Handlers-cleaners",0,0,40
">50K","Private","Craft-repair",7688,0,40
">50K","Self-emp-not-inc","Exec-managerial",0,0,10
"<=50K","Private","Transport-moving",0,0,32
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","Self-emp-not-inc","Exec-managerial",0,0,10
"<=50K","Local-gov","Prof-specialty",0,0,40
"<=50K","Local-gov","Prof-specialty",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Exec-managerial",0,0,47
"<=50K","Private","Sales",0,0,37
">50K","Private","Craft-repair",0,1485,50
"<=50K","Private","Sales",0,0,36
">50K","Self-emp-not-inc","Craft-repair",0,1902,40
">50K","Local-gov","Protective-serv",0,0,38
"<=50K","Self-emp-not-inc","Tech-support",0,0,25
">50K","Self-emp-inc","Exec-managerial",0,0,50
">50K","Private","Craft-repair",0,0,40
">50K","Private","Prof-specialty",0,0,40
"<=50K","State-gov","Adm-clerical",0,0,48
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Other-service",0,0,25
"<=50K","Local-gov","Adm-clerical",0,0,18
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Prof-specialty",0,0,40
">50K","Private","Other-service",0,0,40
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Local-gov","Prof-specialty",0,0,40
">50K","Private","Sales",0,0,37
">50K","Private","Transport-moving",0,0,60
"<=50K","Private","Transport-moving",0,0,37
">50K","Self-emp-inc","Exec-managerial",0,0,50
"<=50K","Private","Adm-clerical",0,0,52
"<=50K","Private","Handlers-cleaners",0,0,32
">50K","Federal-gov","Exec-managerial",0,0,60
"<=50K","Self-emp-not-inc","Craft-repair",0,0,60
"<=50K","Private","Adm-clerical",0,0,40
">50K","Private","Adm-clerical",0,0,45
">50K","State-gov","Prof-specialty",0,0,40
"<=50K","Federal-gov","Adm-clerical",0,0,40
"<=50K","Private","Sales",0,0,13
"<=50K","Private","Exec-managerial",0,0,40
">50K","Private","Craft-repair",0,0,50
">50K","Local-gov","Exec-managerial",5178,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Tech-support",0,0,40
"<=50K","Private","Transport-moving",0,0,40
"<=50K","Self-emp-not-inc","Farming-fishing",0,0,25
"<=50K","State-gov","Prof-specialty",0,0,40
">50K","Self-emp-not-inc","Craft-repair",0,0,65
"<=50K","Private","Farming-fishing",0,0,24
"<=50K","Private","Sales",0,0,20
"<=50K","Private","Adm-clerical",0,0,45
"<=50K","Private","Transport-moving",0,0,40
">50K","Self-emp-not-inc","Sales",14084,0,45
">50K","Private","Craft-repair",0,0,40
">50K","Private","Sales",0,0,40
"<=50K","Private","Other-service",0,0,15
"<=50K","Private","Tech-support",0,0,45
"<=50K","Self-emp-not-inc","Protective-serv",0,0,3
"<=50K","Private","Machine-op-inspct",4416,0,30
"<=50K","Private","Sales",0,0,35
"<=50K","Private","Sales",0,0,40
"<=50K","Private","Adm-clerical",0,0,20
">50K","Private","Exec-managerial",13550,0,48
"<=50K","Private","Handlers-cleaners",0,0,55
"<=50K","Private","Handlers-cleaners",0,0,40
"<=50K","Private","Sales",0,0,30
"<=50K","Self-emp-not-inc","Farming-fishing",0,0,80
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Transport-moving",0,0,45
"<=50K","Private","Adm-clerical",0,0,25
"<=50K","Private","Craft-repair",0,0,40
">50K","Private","Sales",0,2559,48
"<=50K","Private","Handlers-cleaners",0,0,35
"<=50K","Private","Sales",0,0,50
"<=50K","Private","Transport-moving",0,0,20
"<=50K","Local-gov","Prof-specialty",0,0,40
"<=50K","Self-emp-not-inc","Craft-repair",0,0,48
">50K","Private","Prof-specialty",15024,0,45
"<=50K","Local-gov","Handlers-cleaners",0,0,30
">50K","Private","Sales",20051,0,40
"<=50K","Private","Protective-serv",0,1762,40
"<=50K","Local-gov","Prof-specialty",0,0,50
"<=50K","Private","Other-service",0,0,38
"<=50K","Private","Sales",0,0,38
"<=50K","Private","Exec-managerial",0,0,38
"<=50K","Private","Other-service",0,0,40
">50K","Federal-gov","Adm-clerical",0,0,55
">50K","Private","Exec-managerial",0,0,40
"<=50K","Local-gov","Farming-fishing",0,0,56
">50K","Private","Tech-support",0,0,40
">50K","Private","Prof-specialty",15024,0,55
"<=50K","Private","Adm-clerical",0,0,10
"<=50K","Private","Prof-specialty",0,0,40
">50K","Private","Prof-specialty",0,0,40
">50K","Private","Sales",5178,0,50
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Handlers-cleaners",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Federal-gov","Tech-support",0,0,40
"<=50K","Self-emp-not-inc","Farming-fishing",1797,0,21
"<=50K","Private","Prof-specialty",0,0,45
"<=50K","Private","Craft-repair",0,0,40
">50K","Private","Prof-specialty",0,0,45
"<=50K","Private","Exec-managerial",0,0,50
"<=50K","Local-gov","Transport-moving",0,1741,40
"<=50K","Self-emp-not-inc","Sales",0,0,20
"<=50K","Self-emp-not-inc","Other-service",0,0,40
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Other-service",0,0,20
">50K","Self-emp-not-inc","Prof-specialty",0,0,5
">50K","Private","Prof-specialty",0,0,37
"<=50K","Private","Machine-op-inspct",0,0,40
">50K","Private","Craft-repair",7688,0,55
"<=50K","Private","Adm-clerical",0,0,40
">50K","Federal-gov","Adm-clerical",0,0,40
">50K","Private","Adm-clerical",0,0,40
">50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Sales",0,0,40
">50K","Private","Sales",0,0,40
"<=50K","Private","Other-service",0,0,42
"<=50K","State-gov","Tech-support",0,0,10
"<=50K","Private","Other-service",0,0,33
"<=50K","Private","Exec-managerial",0,0,35
">50K","Private","Exec-managerial",0,0,50
"<=50K","Private","Handlers-cleaners",0,0,8
"<=50K","Self-emp-not-inc","Sales",0,0,40
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Prof-specialty",0,0,25
"<=50K","State-gov","Other-service",0,0,20
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Exec-managerial",0,0,38
"<=50K","Local-gov","Craft-repair",0,0,40
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Craft-repair",0,0,50
"<=50K","Private","Transport-moving",0,0,99
"<=50K","Private","Prof-specialty",2907,0,52
"<=50K","State-gov","Adm-clerical",0,0,38
"<=50K","Private","Craft-repair",0,0,35
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Sales",0,0,24
"<=50K","Private","Other-service",0,0,40
">50K","Private","Exec-managerial",0,0,46
"<=50K","Self-emp-not-inc","Prof-specialty",0,0,15
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Prof-specialty",0,0,35
"<=50K","Local-gov","Adm-clerical",0,0,40
"<=50K","Private","Sales",0,0,25
">50K","Private","Prof-specialty",0,0,50
">50K","Federal-gov","Adm-clerical",0,0,40
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
">50K","Private","Sales",0,0,50
"<=50K","Local-gov","Craft-repair",0,0,45
">50K","Private","Exec-managerial",0,0,40
"<=50K","State-gov","Prof-specialty",0,0,40
"<=50K","Local-gov","Other-service",0,0,30
">50K","Local-gov","Prof-specialty",0,0,45
"<=50K","Federal-gov","Handlers-cleaners",0,0,40
">50K","Private","Sales",99999,0,60
"<=50K","Private","Adm-clerical",0,0,8
"<=50K","Private","Handlers-cleaners",0,0,48
"<=50K","Local-gov","Handlers-cleaners",0,0,40
">50K","Self-emp-not-inc","Adm-clerical",99999,0,30
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Handlers-cleaners",0,0,39
"<=50K","Self-emp-not-inc","Craft-repair",0,0,55
">50K","Private","Exec-managerial",15024,0,50
"<=50K","Federal-gov","Prof-specialty",0,0,40
"<=50K","Private","Adm-clerical",0,0,25
"<=50K","Private","Exec-managerial",0,0,45
"<=50K","Local-gov","Prof-specialty",0,0,7
"<=50K","Private","Sales",0,0,20
"<=50K","Private","Handlers-cleaners",0,0,35
"<=50K","Private","Other-service",0,0,30
"<=50K","Local-gov","Prof-specialty",0,0,40
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Tech-support",0,0,40
"<=50K","Private","Sales",0,0,12
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Sales",0,0,40
"<=50K","Private","Handlers-cleaners",0,0,25
"<=50K","Private","Adm-clerical",0,0,40
">50K","Private","Exec-managerial",0,0,45
"<=50K","Private","Other-service",0,0,15
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","Local-gov","Protective-serv",0,0,50
"<=50K","Private","Other-service",0,0,20
"<=50K","Private","Sales",0,0,40
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Self-emp-not-inc","Craft-repair",0,0,28
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Other-service",0,0,20
"<=50K","Private","Other-service",0,0,40
">50K","Private","Sales",0,0,40
"<=50K","Private","Prof-specialty",0,0,16
"<=50K","Private","Transport-moving",0,0,40
"<=50K","Local-gov","Protective-serv",0,0,40
">50K","Private","Craft-repair",3103,0,45
">50K","Self-emp-inc","Exec-managerial",7688,0,45
"<=50K","Federal-gov","Adm-clerical",0,0,40
"<=50K","Private","Priv-house-serv",0,0,45
"<=50K","Private","Tech-support",0,0,18
"<=50K","Private","Exec-managerial",0,0,15
"<=50K","Private","Craft-repair",0,0,55
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Craft-repair",0,0,35
"<=50K","Private","Exec-managerial",0,0,52
">50K","Private","Exec-managerial",5178,0,60
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Tech-support",0,0,36
"<=50K","Private","Farming-fishing",0,0,24
"<=50K","Private","Tech-support",0,0,70
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Craft-repair",0,0,50
"<=50K","Private","Prof-specialty",0,0,40
">50K","Private","Transport-moving",0,2824,76
"<=50K","Private","Other-service",0,0,99
"<=50K","Private","Handlers-cleaners",0,0,40
">50K","Local-gov","Prof-specialty",10520,0,40
"<=50K","Private","Sales",0,0,40
"<=50K","Private","Sales",0,0,40
"<=50K","Local-gov","Craft-repair",0,0,40
"<=50K","State-gov","Other-service",0,0,15
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Transport-moving",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Exec-managerial",0,0,40
">50K","Private","Prof-specialty",0,0,60
"<=50K","Private","Handlers-cleaners",0,0,38
">50K","Private","Prof-specialty",7688,0,40
"<=50K","Private","Farming-fishing",0,0,40
"<=50K","Private","Handlers-cleaners",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Self-emp-not-inc","Sales",0,0,92
"<=50K","Local-gov","Transport-moving",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Craft-repair",0,0,60
"<=50K","Private","Sales",0,0,40
"<=50K","Self-emp-not-inc","Farming-fishing",0,0,15
">50K","Private","Sales",0,1848,45
"<=50K","Federal-gov","Transport-moving",0,0,40
"<=50K","State-gov","Prof-specialty",0,0,40
"<=50K","Private","Adm-clerical",0,0,18
"<=50K","Self-emp-inc","Sales",0,0,20
"<=50K","Private","Other-service",0,0,20
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Self-emp-not-inc","Farming-fishing",0,0,60
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Sales",0,0,25
"<=50K","Local-gov","Handlers-cleaners",0,0,40
"<=50K","Private","Other-service",0,0,54
"<=50K","Private","Exec-managerial",0,0,45
">50K","Private","Other-service",0,0,50
"<=50K","Private","Adm-clerical",0,0,35
"<=50K","Private","Craft-repair",0,0,45
"<=50K","Private","Sales",0,0,50
"<=50K","Private","Machine-op-inspct",0,0,40
">50K","Private","Sales",0,0,15
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Handlers-cleaners",0,0,15
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Prof-specialty",0,0,50
">50K","Local-gov","Protective-serv",15024,0,40
"<=50K","Private","Transport-moving",0,0,16
"<=50K","Self-emp-inc","Sales",0,0,15
"<=50K","Private","Sales",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,40
">50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","Local-gov","Adm-clerical",0,0,24
">50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Craft-repair",0,0,40
">50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Transport-moving",0,0,40
"<=50K","Private","Other-service",0,0,25
"<=50K","State-gov","Other-service",0,0,40
">50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Prof-specialty",1055,0,32
"<=50K","Self-emp-not-inc","Other-service",0,0,40
"<=50K","Private","Other-service",0,1721,15
"<=50K","Private","Sales",0,0,37
"<=50K","Private","Craft-repair",0,0,40
">50K","Private","Prof-specialty",0,0,40
"<=50K","Self-emp-not-inc","Farming-fishing",0,0,50
"<=50K","Private","Transport-moving",0,0,40
"<=50K","Federal-gov","Exec-managerial",0,0,32
"<=50K","Private","Tech-support",0,0,54
">50K","Private","Sales",0,1977,45
"<=50K","Private","Sales",0,0,30
"<=50K","Local-gov","Protective-serv",0,1974,40
"<=50K","Private","Adm-clerical",914,0,40
"<=50K","Private","Other-service",0,0,32
"<=50K","Private","Machine-op-inspct",0,0,40
">50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Craft-repair",3411,0,40
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Other-service",0,0,40
"<=50K","State-gov","Other-service",0,0,48
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Self-emp-inc","Sales",0,0,40
"<=50K","Private","Other-service",0,1602,18
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Other-service",0,0,30
"<=50K","Private","Sales",0,0,30
"<=50K","State-gov","Other-service",0,0,40
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Other-service",0,0,8
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Exec-managerial",0,0,40
">50K","Private","Exec-managerial",0,0,50
"<=50K","Private","Handlers-cleaners",0,0,50
">50K","Private","Exec-managerial",0,0,40
">50K","Self-emp-inc","Transport-moving",0,0,40
"<=50K","Private","Exec-managerial",0,0,40
">50K","Local-gov","Transport-moving",0,0,40
">50K","Local-gov","Exec-managerial",0,0,40
"<=50K","Self-emp-inc","Craft-repair",0,0,40
"<=50K","State-gov","Prof-specialty",0,0,40
"<=50K","Self-emp-not-inc","Sales",0,0,50
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Farming-fishing",0,0,50
"<=50K","Private","Sales",0,0,40
"<=50K","Private","Prof-specialty",0,0,50
">50K","Local-gov","Exec-managerial",0,0,40
"<=50K","Private","Machine-op-inspct",3464,0,50
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","State-gov","Adm-clerical",0,0,20
